S.No,inst_name,Rating,Category,Course,Infra,Faculty,District,State,Links,Placement %,ALP,Fee,Combined Score,Rank,FeeCategory,S links,Classified Rating,Our Rating
111,GIET ENGINEERING COLLEGE,4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://www.gietec.ac.in,70,5.6,65000,24.28,220,m,,,n/a
777,Yogeshwari Mahavidyalaya,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Beed,Maharashtra,,74,2.2,2650,24.26,221,vl,,,n/a
785,Manoharbhai Patel Institute of Engineering and Technology,3.2,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Gondia,Maharashtra,http://mietbhandara.ac.in/,74,2.5,38000,24.23,222,l,,,n/a
22,"ANU COLLEGE OF ENGG
 TECHNOLOGY-SELF FINANCE",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.nagarjunauniversity.ac.in/,70,5.5,50000,24.21,223,l,,,n/a
78,"CHAITANYA INST. OF SCI. AND
 TECHNOLOGY",4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,East Godavari,Andhra Pradesh,http://www.chaitanya.org.in/,70,5,40000,24.18,224,l,,,n/a
2,ADITYA COLLEGE OF ENGINEERING,4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,East Godavari,Andhra Pradesh,https://www.acoe.edu.in/,70,5,40000,24.14,225,l,,,n/a
393,"K V S R SIDDHARTHA COLLEGE OF
 PHARMACEUTICAL SCI.S",4.1,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Krishna,Andhra Pradesh,https://kvsrsiddharthapharma.edu.in,72,3,126000,24.14,226,vh,,,n/a
663,Gulbarga University,3.5,"AS,M","{'ba', 'mcom', 'bba', 'mphill', 'phd', 'bca', 'msc', 'ma', 'bcom', 'diploma', 'bsc'}",Good,Good,Kalaburagi,Karnataka,https://gug.ac.in/,73,2.6,62000,24.08,227,m,,,n/a
272,"R V R AND J C COLLEGE OF
 ENGINEERING",4.3,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Guntur,Andhra Pradesh,https://rvrjcce.ac.in,70,4.5,105500,24.07,228,vh,,,n/a
593,Government Degree College,3.5,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Kinnaur,Himachal Pradesh,https://tsnegigcreckongpeo.ac.in/,73,2.4,20000,24.02,229,vl,,,n/a
128,HINDU COLLEGE OF PHARMACY,4.1,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Guntur,Andhra Pradesh,https://hcopguntur.ac.in,70,4.5,20450,23.99,230,vl,,,n/a
320,SRINIVASA RAMANUJAN INST OF TECHNOLOGY,4.3,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Anantapur,Andhra Pradesh,https://www.srit.ac.in,71,3.2,49100,23.98,231,l,,,n/a
67,BAPATLA WOMENS ENGG COLLEGE,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://bapatla.ap.gov.in/public-utility/bapatla-womens-engineering-college/,70,4.8,40000,23.96,232,l,,,n/a
482,L. N. College,4,M,"{'bba', 'mba', 'bca', 'pgdm', 'mca'}",Good,Good,Muzaffarpur,Bihar,https://lnmcbm.org/,70,4.5,20000,23.95,233,vl,,,n/a
446,North Lakhimpur College,4.3,AS,"{'ma', 'ba', 'bca'}",Good,VGood,Lakhimpur,Assam,https://nlc.ac.in/,70,4,3892,23.92,234,vl,,,n/a
75,CHAITANYA ENGINEERING COLLEGE,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Visakhapatnam,Andhra Pradesh,https://cec.ac.in/,70,4,40000,23.88,235.5,l,,,n/a
591,Government College Dharamshala,3.6,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Kangra,Himachal Pradesh,https://gcdharamshala.in/,72,2.8,4750,23.88,235.5,vl,,,n/a
80,"CHALAPATHI INST OF ENGG AND
 TECHNOLOGY",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://chalapathiengg.ac.in/,70,4.5,40000,23.87,237,l,,,n/a
29,ADITYA PHARMACY COLLEGE,4.3,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,East Godavari,Andhra Pradesh,https://www.adityapharmacy.edu.in/,70,3.8,80000,23.86,238,h,,,n/a
104,"GUDLAVALLERU ENGINEERING
 COLLEGE",4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://gecgudlavalleru.ac.in,70,4,74600,23.84,239,h,,,n/a
312,"SCHOOL OF ENGG. TECH. SPMVV -
 SELF FINANCE",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://www.spmvv.ac.in,70,4.5,71250,23.83,242,h,,,n/a
510,Government V. Y. T. Post Graduate Autonomous College,4,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Durg,Chhattisgarh,https://www.govtsciencecollegedurg.ac.in/,70,4.1,1048,23.83,242,vl,,,n/a
526,Government P.G. College,4,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Raigarh,Chhattisgarh,https://www.kgcollegeraigarh.ac.in/,70,4.1,10000,23.83,242,vl,,,n/a
561,Guru Jambheshwar University of Science and Technology,4,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",Good,VGood,Hisar,Haryana,https://www.gjust.ac.in/,70,4.1,80600,23.83,242,h,,,n/a
551,Government Engineering College,4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,VGood,Jamnagar,Gujarat,http://www.gpjm.cteguj.in/,70,4.1,15000,23.83,242,vl,,,n/a
792,Dayanand College Of Pharmacy,4.1,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,VGood,Latur,Maharashtra,https://www.dayanandpharmacy.org/laboratories/,70,3.9,12000,23.81,245,vl,,,n/a
234,"PRIYADARSHINI INST OF
 TECHNOLOGY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://pitt.ac.in/contact-us/,70,4,63000,23.8,246,m,,,n/a
458,Hojai College,4.3,M,"{'ba', 'bcom', 'bsc'}",Good,VGood,Hojai,Assam,https://www.shiksha.com/college/hojai-college-nagaon-103229,70,3.5,3000,23.77,247,vl,,,n/a
694,Mercy College,4.2,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Palakkad,Kerala,https://www.mercycollege.edu.in,70,3.6,28357,23.76,249,vl,,,n/a
231,"PRIYADARSHINI COLLEGE OF
 ENGINEERNG",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nagpur,Maharashtra,http://pcenagpur.edu.in,70,4,43000,23.76,249,l,,,n/a
93,"DHANEKULA INST OF ENGG
 TECHNOLOGY",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://diet.ac.in/,68,6,40000,23.76,249,l,,,n/a
126,"GAYATHRI VIDYA PARISHAD COLL OF
 ENGG FOR WOMEN",3.5,EW,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,https://www.gvpcew.ac.in,69,5.5,40000,23.75,251,l,,,n/a
249,PYDAH COLL OF ENGINEERING,4.6,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,East Godavari,Andhra Pradesh,https://www.pydah.edu.in,70,3,40000,23.74,252,l,,,n/a
758,Government Polytechnic College,3.9,E,"{'diploma', 'eee', 'cse', 'mec', 'ece'}",Good,Good,Shahdol,Madhya Pradesh,http://gpcsdl.in/,70,3.9,7500,23.73,253,vl,,,n/a
514,Government B.Ed College,3.8,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Jashpur,Chhattisgarh,https://girlscollegejashpur.ac.in/Courses.aspx,71,3,30000,23.72,254,vl,,,n/a
225,"N.V.R.COLLEGE OF ENGG
 TECHNOLOGY",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,http://www.nannapaneni.org,70,3.8,43000,23.7,255,l,,,n/a
42,"AU COLLEGE OF ENGG. SCHOOL OF
 PHARMACY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,www.andhrauniversity.edu.in?,70,3.6,68000,23.68,257,m,,,n/a
543,Veer Narmad South Gujarat University,4,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Surat,Gujarat,https://www.vnsgu.ac.in/department_details.html,70,3.6,20000,23.68,257,vl,,,n/a
454,Tinsukia College,3.7,M,"{'ba', 'bba', 'bca', 'bcom', 'bsc'}",Good,Good,Tinsukia,Assam,https://tinsukiacollege.in/,70,4,957,23.68,257,vl,,,n/a
45,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,3.3,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Vizianagaram,Andhra Pradesh,"https://www.aietta.ac.in/about.php#:~:text=Address%20for%20communication%20%3A,Bridge%2C%20Vizianagaram%20(Dist).",70,4.5,40000,23.67,259,l,,,n/a
181,MAHARAJAHS COLLEGE PHARMACY,4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Vizianagaram,Andhra Pradesh,http://www.mrpharmacy.co.in,70,3.5,60000,23.65,260.5,m,,,n/a
125,"G V P COLLEGE FOR DEGREE AND PG
 COURSES",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,gvpcdpgc.edu.in,70,3.5,63000,23.65,260.5,m,,,n/a
208,"NARSARAOPET INSTITUTE OF
 TECHNOLOGY",3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.nrtec.in,70,4,35000,23.64,263,vl,,,n/a
484,Nalanda College,3.6,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Nalanda,Bihar,https://www.nalandapharmacy.ac.in/,70,4,50000,23.64,263,l,,,n/a
343,"SRI VENKATESWARA COLLEGE OF
 ENGG. AND TECHNOLOGY",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://svcetedu.org,70,3.6,71200,23.64,263,h,,,n/a
399,SRI VASAVI ENGINEERING COLLEGE,3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Machilipatnam,Andhra Pradesh,https://www.sviet.edu.in,70,3.5,77200,23.61,265,h,,,n/a
168,KUPPAM ENGINEERING COLLEGE,3.52,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://kec.ac.in,70,4,40000,23.608,266,l,,,n/a
327,"SRINIVASA INST OF TECHNOLOGY
 SCIENCE",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kadapa,Andhra Pradesh,https://www.sitskadapa.ac.in,70,3.5,50300,23.57,267.5,m,,,n/a
473,M. J. M. Mahila College,3.8,MW,"{'ba', 'bcom', 'bsc'}",Good,Good,Katihar,Bihar,https://www.mjmmahilacollege.ac.in/,70,3.5,6500,23.57,267.5,vl,,,n/a
687,NSS Hindu College,3.9,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Changanassery,Kerala,https://nsshinducollege.org/,70,3.3,15000,23.55,269,vl,,,n/a
236,"PRIYADARSHINI INST. OF
 TECHNOLOGY AND SCIENCES",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://pitw.ac.in/contact-us/,70,3.5,40000,23.53,271,l,,,n/a
301,"SIDDHARTHA INST OF SCI AND
 TECHNOLOGY",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Hyderabad,Telangana,https://www.sistk.org,70,3.5,43000,23.53,271,l,,,n/a
100,EMMANUAL COLLEGE OF PHARMACY,3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Visakhapatnam,Andhra Pradesh,https://pharmaadmission.com/college/emmanuel-college-pharmacy,70,3.5,46000,23.53,271,l,,,n/a
84,"CHALAPATHI INSTITUTE OF
 PHARMACEUTICAL SCI.",3.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,https://www.chalapathipharmacy.in/,70,3.2,60000,23.52,273,m,,,n/a
656,St. Aloysius College (Autonomous),4.1,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Dakshina Kannada,Karnataka,https://www.staloysius.edu.in/,70,2.9,35000,23.51,274,vl,,,n/a
783,Government Polytechnic College,3.7,E,"{'diploma', 'eee', 'cse', 'mec', 'ece'}",Good,Good,Gadchiroli,Maharashtra,https://gpgadchiroli.ac.in/gpgadchiroli_new/,71,2.3,8864,23.47,275.5,vl,,,n/a
775,Dr. Babasaheb Ambedkar Marathwada University,3.7,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",Good,Good,Aurangabad,Maharashtra,http://www.bamu.ac.in/,71,2.3,20000,23.47,275.5,vl,,,n/a
228,PRABHAT INST OF PHARMACY,3.6,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Chandrapur,Maharashtra,https://gvmes.co.in/about.php,70,3.4,35000,23.46,277,vl,,,n/a
62,"B V CHALAMAIAH ENGINEERING
 COLLEGE",3.52,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://bvcec.edu.in/,70,3.5,48800,23.458,278,l,,,n/a
221,"NARSARAOPETA ENGINEERING
 COLLEGE",3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.nrtec.in,70,3.2,73800,23.4,279,h,,,n/a
726,Jiwaji University,3.8,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",VGood,VGood,Gwalior,Madhya Pradesh,https://jiwaji.edu/school-of-studies-in-pharmaceutical-sciences/,70,2.9,15000,23.39,280,vl,,,n/a
505,Government Girls College,3.2,"M,C","{'ba', 'bcom', 'bsc'}",Average,Good,Bijapur,Chhattisgarh,https://bijapur.gov.in/en/public-utility/shahid-venkat-rao-govt-college-bijapur/,71,2.6,7800,23.36,281,vl,,,n/a
148,"KRISHNA CHAITANYA INST OF
 TECHNOLOGY AND SCIENCES",3.5,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,https://kits-anna.com,70,3.2,40000,23.36,282,l,,,n/a
563,Ch. Ranbir Singh University,4,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",Good,VGood,Jind,Haryana,https://crsu.ac.in/,68,4.5,22290,23.35,283,vl,,,n/a
209,"NRK AND KSR GUPTA COLLEGE OF
 PHARMACY",3.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,www.guptapharmacollege.com,69,3.5,34000,23.31,284,vl,,,n/a
513,Government B.D. Arts and Commerce College,3.8,AS,"{'ma', 'ba', 'bcom'}",Good,Good,Janjgir-Champa,Chhattisgarh,http://www.gmmrcg.in/FacultyProfile.aspx?fid=43#,70,2.6,10000,23.3,285,vl,,,n/a
451,Sibsagar College,4.6,M,"{'ba', 'bsc'}",VGood,VGood,Sivasagar,Assam,https://www.sibsagarcollege.in/,65,6.5,6680,23.29,286,vl,,,n/a
307,"SRI LAKSHMI VENKATESWARA INST
 OF PHARM SCI",3.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Kadapa,Andhra Pradesh,https://slvpspdtr.org,70,3,120000,23.26,287,vh,,,n/a
28,"ADI KAVI NANNAYA UNIVERSITY
 COLLEGE OF ENGINEERING",4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,East Godavari,Andhra Pradesh,https://www.aknu.edu.in/,65,7,42000,23.24,288,l,,,n/a
766,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Tikamgarh,Madhya Pradesh,,70,2.8,5000,23.24,289,vl,,,n/a
105,"G.D.M.M. COLL OF ENGG AND
 TECHNOLOGY",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,Www.Gdmm.Ac.In,70,2.5,40000,23.23,290.5,l,,,n/a
175,LINGAYAS INST OF MGMT AND TECHNOLOGY,3.7,M,"{'bma', 'marketing', 'mba'}",Good,Good,Krishna,Andhra Pradesh,https://www.limat.edu.in/,70,2.5,53300,23.23,290.5,m,,,n/a
675,Government First Grade College,3.6,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Shivamogga,Karnataka,https://gfgc.kar.nic.in,70,2.6,5000,23.22,292,vl,,,n/a
439,S. S. College,3.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Hailakandi,Assam,https://ssip.edu.in/,70,2.3,62500,23.21,293,m,,,n/a
508,Government Nagarjuna Post Graduate College,4,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Dhamtari,Chhattisgarh,https://www.gnscr.ac.in/,68,4,5215,23.2,294,vl,,,n/a
611,Deoghar College,3.8,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Deoghar,Jharkhand,https://www.deogharcollegedeoghar.com/,70,2.2,2000,23.18,295.5,vl,,,n/a
672,Proudhadevaraya Institute of Technology,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Raichur,Karnataka,http://pdit.ac.in/,70,2.2,70000,23.18,295.5,m,,,n/a
441,Jorhat Engineering College,3.9,"E,M","{'mca', 'eee', 'cse', 'mec', 'ece'}",Good,VGood,Jorhat,Assam,https://jecassam.ac.in/,70,2,11000,23.16,297,vl,,,n/a
537,Government College,3.4,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Balodabazar-Bhatapara,Chhattisgarh,https://www.gnapgcollege.in/index.aspx,70,2.6,5000,23.14,298,vl,,,n/a
614,Sidhu Kanhu University,3.8,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Dumka,Jharkhand,https://skmu.ac.in/,70,2,40000,23.12,299,l,,,n/a
698,Government College,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Mananthavady,Kerala,https://www.gecwyd.ac.in/,70,2.2,2760,23.1,300,vl,,,n/a
488,Women's College,3.2,WP,"{'ba', 'bsc'}",Good,Good,Samastipur,Bihar,https://womenscollegesamastipur.ac.in/web/,70,2.6,5000,23.06,301,vl,,,n/a
64,BHIMAVARAM INST. OF ENGG. AND TECHNOLOGY,3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,West Godavari,Andhra Pradesh,https://bietbvrm.ac.in/,70,2.2,40000,23.02,302,l,,,n/a
608,Bokaro Steel City College,3.5,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Bokaro,Jharkhand,https://www.bscitycollege.ac.in/,70,2,909,23,304,vl,,,n/a
640,Kolhan university,3.5,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,West Singhbhum,Jharkhand,https://www.kolhanuniversity.ac.in/,70,2,50000,23,304,l,,,n/a
71,CHAITANYA COLLEGE OF PHARMACY,3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Prakasam,Andhra Pradesh,http://chaitanyapharmacycollege.com/,70,2,40000,23,304,l,,,n/a
9,ANDHRA ENGINEERING COLLEGE,4.05,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Nellore,Andhra Pradesh,https://www.aecn.in/,67,4,40000,22.92,306,l,,,n/a
206,"NARAYANADRI INST OF SCI
 TECHNOLOGY",3.2,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kadapa,Andhra Pradesh,http://www.nistrajampet.ac.in,70,2.1,40000,22.91,307,l,,,n/a
243,"PRAGATI ENGINEERING COLLEGE-2nd
 SHIFT",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,www.pragati.ac.in,68,3,72800,22.9,308,h,,,n/a
665,Field Marshal K. M. Cariappa College,3.6,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Kodagu,Karnataka,https://fmkmcc.edu.in/,70,1.5,10000,22.89,309,vl,,,n/a
627,V.B. College,3.1,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Koderma,Jharkhand,https://koderma.nic.in,70,2,20730,22.84,310.5,vl,,,n/a
621,St. Xavier's College,3.1,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Gumla,Jharkhand,https://www.sxcran.org/,70,2,23400,22.84,310.5,vl,,,n/a
188,"MALINENI LAKSHMAIAH COLLEGE OF
 PHARMACY",3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Prakasam,Andhra Pradesh,http://www.malinenicolleges.ac.in,69,2,35000,22.78,312,vl,,,n/a
573,Bhiwani Institute of Technology & Science,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Bhiwani,Haryana,https://bitsbhiwaniindia.org/,69,2.1,47250,22.77,313,l,,,n/a
309,ST.MARYS GOUP OF INSTITUTIONS,3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.shiksha.com/college/st-mary-s-group-of-institutions-guntur-52595,68,2.6,40000,22.74,314,l,,,n/a
331,SRI SIVANI COLLEGE OF PHARMACY,3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Krishna,Andhra Pradesh,https://www.srisivanisscp.com/,68,2.8,60000,22.72,315,m,,,n/a
540,"Government College of Arts, Science and Commerce",3.7,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,South Goa,Goa,https://www.gcq.ac.in/,68,2.6,5000,22.66,316,vl,,,n/a
409,"YOGANANDA INST OF
 TECHNOLOGYAND SCIENCE",3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,www.yitsdmr.com,67,4,27000,22.66,317,vl,,,n/a
583,Rao Pahlad Singh Group of Institutions,3.5,"E,P","{'d.pharm', 'b.pharm', 'm.pharm', 'eee', 'cse', 'mec', 'ece'}",Good,Good,Rewari,Haryana,https://rpsinstitutions.org/,68,2.7,56100,22.61,318,m,,,n/a
190,"MALINENI LAKSHMAIAH WOMENS
 ENGG. COLLEGE",3.7,EW,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,http://mlewguntur.com,68,2.3,52100,22.57,319,m,,,n/a
771,Ahmednagar College,3.7,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Ahmednagar,Maharashtra,https://www.aca.edu.in/,67,3.3,6960,22.57,320,vl,,,n/a
90,"SIR C.V RAMAN INST OF TECHNOLOGY
 SCIENCES",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Anantapur,Andhra Pradesh,https://cvrt.in/,65,5,40000,22.56,321,l,,,n/a
369,VIKAS GROUP OF INSTITUTIONS,5,E,"{'ece', 'eee', 'mec', 'cse'}",,,Krishna,Andhra Pradesh,https://vikasinstitutionsnunna.org,65,3.5,57500,22.55,322,m,,,n/a
107,GOKUL GROUP OF INSTITUTIONS,3,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Vizianagaram,Andhra Pradesh,https://www.gokulcollege.com,68,3,46000,22.5,323,l,,,n/a
61,"DR L BULLAYYA COLL OF ENGG FOR
 WOMEN",4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Visakhapatnam,Andhra Pradesh,www.bullayyacollege.org,65,4.5,40000,22.49,324,l,,,n/a
481,R. D. & D. J. College,3.2,M,"{'ba', 'bcom', 'bca', 'bsc'}",Average,Good,Munger,Bihar,https://www.rddjcollege.ac.in/web/,67,3.7,6000,22.49,325,vl,,,n/a
38,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,3.3,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Vizianagaram,Andhra Pradesh,https://sttheressaengg.ac.in/,65,5.5,40000,22.47,326.5,l,,,n/a
634,Government Engineering College,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Ramgarh,Jharkhand,https://www.shiksha.com/college/ramgarh-engineering-college-59023/courses,68,2.1,35000,22.47,326.5,vl,,,n/a
83,CHALAPATHI INST OF TECHNOLOGY,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://city.ac.in/,65,4.8,40000,22.46,328,l,,,n/a
189,"MALINENI LAKSHMAIAH
 ENGINEERING COLLEGE",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,http://mlewguntur.com,68,1.9,43000,22.45,329,l,,,n/a
383,V JS COLLEGE OF PHARMACY,4.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,East Godavari,Andhra Pradesh,https://www.vjscollegeofpharmacy.in,65,3.5,100000,22.43,330,h,,,n/a
102,GATES INSTITUTE OF TECHNOLOGY,3.53,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Anantapur,Andhra Pradesh,www.gatesit.org,65,5,40000,22.412,331,l,,,n/a
485,S. N. Sinha College,3.9,M,"{'ba', 'bms', 'bca', 'bcom', 'bsc', 'bbm'}",VGood,VGood,Jehanabad,Bihar,https://snsinhacollege.com/,67,2.5,33140,22.41,332,vl,,,n/a
396,VASAVI INST OF PHARM SCIENCES,4.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,West Godavari,Andhra Pradesh,https://www.svips.ac.in,65,4,44650,22.38,333,l,,,n/a
534,Government Degree College,3.5,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'diploma', 'bsc', 'llb'}",Average,Good,Surguja,Chhattisgarh,https://www.rgpgcapur.ac.in/,67,2.9,2284,22.37,334,vl,,,n/a
765,Government Polytechnic College,3,E,"{'diploma', 'eee', 'cse', 'mec', 'ece'}",Average,Good,Singrauli,Madhya Pradesh,https://polywaidhan.in/,68,2.5,10000,22.35,335,vl,,,n/a
797,Swami Ramanand Teerth Marathwada University,4.1,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",VGood,Good,Nanded,Maharashtra,https://srtmun.ac.in/en/,65,4,37738,22.34,336,l,,,n/a
