S.No,inst_name,Rating,Category,Course,Infra,Faculty,District,State,Links,Placement %,ALP,Fee,Combined Score,Rank,FeeCategory,S links,Our Rating
486,Purnia College,4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Purnia,Bihar,https://www.pcepurnia.org/,55.0,4.5,7000,19.45,507.0,vl,,n/a
737,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Khargone,Madhya Pradesh,http://govtpgcollegekhargone.org/,57.0,2.9,4752,19.37,508.0,vl,,n/a
384,VIKAS INST. OF PHARM.SCI.,4.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,East Godavari,Andhra Pradesh,http://www.vikascps.com,55.0,3.0,47900,19.32,509.0,l,https://youtu.be/jqiV_HFwP_o?si=7oloXZaezBnq6Z6X,0.5330630630630633
722,Government PG College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Dindori,Madhya Pradesh,https://mphighereducation.nic.in/InstitutePortal/Default.aspx?InstId=NTM4,58.0,2.4,5000,19.32,510.0,vl,,n/a
757,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Seoni,Madhya Pradesh,,56.0,3.6,17090,19.28,511.5,vl,,n/a
21,"ANNAMACHARYA COLLEGE OF
 PHARMACY",4.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Kadapa,Andhra Pradesh,https://www.ancpap.in/,55.0,3.4,55750,19.28,511.5,m,,n/a
18,"ANDHRA LOYOLA INSTT OF ENGG
 AND TECHNOLOGY",3.85,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://www.aliet.ac.in,55.0,4.0,50700,19.24,513.0,m,,n/a
809,Yashwantrao Chavan Institute of Science,4.2,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Satara,Maharashtra,https://ycis.ac.in/,55.0,3.5,1415,19.23,514.0,vl,,n/a
586,Government College Bilaspur,3.3,AS,"{'ba', 'mcom', 'msc', 'mca', 'ma', 'bcom', 'bsc'}",Average,Good,Bilaspur,Himachal Pradesh,https://gcbilaspur.in/,56.0,3.6,6000,19.2,515.0,vl,,n/a
380,"VIJAYA INST. OF TECHNOLOGY FOR
 WOMEN",4.4,EW,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://www.vitw.in,55.0,3.0,40000,19.16,516.5,l,,n/a
387,VISWANATHA INST OF PHARM SCI,4.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Visakhapatnam,Andhra Pradesh,http://vnips.in,55.0,3.0,45400,19.16,516.5,l,,n/a
814,Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya,4.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Wardha,Maharashtra,https://hindivishwa.org/,55.0,3.5,8000,19.15,518.5,vl,,n/a
335,SANKETHIKA INST OF TECHNOLOGY MANAGEMENT,4.0,M,"{'bma', 'marketing', 'mba'}",Good,Good,Visakhapatnam,Andhra Pradesh,https://www.shiksha.com/college/sanketika-institute-of-technology-and-management-visakhapatnam-46614,55.0,3.5,40000,19.15,518.5,l,,n/a
715,Maharaja Chhatrasal Bundelkhand University,3.6,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Chhatarpur,Madhya Pradesh,https://mcbu.ac.in/faculties,56.0,2.9,3550,19.11,520.0,vl,,n/a
657,Bapuji Institute of Engineering and Technology,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,Good,Davanagere,Karnataka,https://www.bietdvg.edu/,56.0,2.6,54000,19.1,521.0,m,,n/a
743,Government Degree College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Niwari,Madhya Pradesh,https://gpgcniwari.com/contact/,56.0,2.9,10000,19.07,522.0,vl,,n/a
450,Nalbari College,3.4,M,"{'ba', 'bped', 'bsc'}",Good,Good,Nalbari,Assam,https://www.nalbaricollege.ac.in/,55.0,4.0,24000,19.06,523.0,vl,,n/a
370,"SREE VAHINI INSTT OF SCIENCE AND
 TECHNOLOGY",4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://www.sreevahini.edu.in,55.0,3.0,51400,19.0,525.5,m,,n/a
386,"SRIVIDYA NIKETHAN COLLEGE OF
 PHARMACY",4.0,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Chittoor,Andhra Pradesh,https://www.vidyanikethan.edu,55.0,3.0,30250,19.0,525.5,vl,,n/a
350,"SRI VIDYA NIKETAN ENGINEERING
 COLLEGE",4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://www.svec.education,55.0,3.0,70000,19.0,525.5,m,,n/a
375,"VIJAYA INST OF PHARM SCI FOR
 WOMEN",4.0,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Krishna,Andhra Pradesh,https://vipw.in,55.0,3.0,44100,19.0,525.5,l,,n/a
259,"RAMACHANDRA COLLEGE OF
 ENGINEERING",4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,West Godavari,Andhra Pradesh,https://www.rcee.ac.in,55.0,2.8,60200,18.98,528.0,m,,n/a
352,"SIR VISHVESHWARAIAH INST OF
 SCIENCE AND TECHNOLOGY",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Annamayya,Andhra Pradesh,https://viswamengg.in/,55.0,3.0,43000,18.96,529.0,l,https://youtu.be/FpnR3EOyZVM?si=AudN4uOtzk8_-KDC,0.10186666666666666
361,SRI VANI EDN SOC GRP SCHOOL OF INSTITUTIONS,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://srivanigroup.in,55.0,3.0,24866,18.92,531.5,vl,,n/a
356,"SWARNANDHRA COLL. OF ENGG AND
 TECH-2nd SHIFT",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,West Godavari,Andhra Pradesh,https://www.swarnandhra.ac.in,55.0,3.0,30000,18.92,531.5,vl,https://youtu.be/a3Hb7A0TH_A?si=OnVy9GGewoflMk9d,0.19393939393939397
395,V.S.M COLLEGE OF ENGINEERING,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://www.vsm.edu.in,55.0,3.0,65800,18.92,531.5,m,https://youtu.be/1FcINRiviJA?si=m_GabfHlyNDWEFCy,0.05454545454545456
373,VIKAS COLL. OF PHARMACY,3.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Krishna,Andhra Pradesh,Www.Dpharmaci.Com,55.0,3.0,47900,18.92,531.5,l,https://youtu.be/jqiV_HFwP_o?si=O3RMGXPm8Jglk3P9,0.5330630630630633
86,"CREATIVE EDNL. SOCIETYS COLL. OF
 PHARMACY",3.6,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Kurnool,Andhra Pradesh,http://cescop.ac.in ,55.0,3.2,47500,18.9,534.0,l,,n/a
379,"VAAGDEVI INSTITUTE OF
 TECHNOLOGY. AND SCI.",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kadapa,Andhra Pradesh,http://www.vitspdtr.ac.in/,55.0,3.0,40000,18.88,538.5,l,,n/a
394,"V.S.LAKSHMI ENGG COLLEGE FOR
 WOMEN",3.7,EW,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://collegedunia.com/college/19110-vs-lakshmi-engineering-college-for-women-kakinada-east-godavari,55.0,3.0,27000,18.88,538.5,vl,,n/a
378,"P B R VISVODAYA INSTITUTE OF
 TECHNOLOGY AND SCI.",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,https://pbrvits.ac.in,55.0,3.0,40000,18.88,538.5,l,https://youtu.be/v8sIwPxHUDA?si=f3WjPztdjtduaAoX,0.1
357,TADIPATRI ENGG COLLEGE,3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Anantapur,Andhra Pradesh,https://www.tec.ac.in/,55.0,3.0,52400,18.88,538.5,m,https://youtu.be/QAd7Cxx2rwk?si=KNZi3yryu94F6BX6,0.1
389,"SRI VENKATESWARA COLLEGE OF
 PHARMACY",3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Chittoor,Andhra Pradesh,http://svcop.in,55.0,3.0,38000,18.88,538.5,l,https://youtu.be/WTpgwtAtXrs?si=UftVLBC-iICVwA4Q,0.09188311688311689
518,Government Degree College,3.1,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Kondagaon,Chhattisgarh,https://ggckondagaon.in/,56.0,2.8,10000,18.88,538.5,vl,,n/a
502,Government Engineering College,3.1,E,"{'ece', 'eee', 'mec', 'cse'}",Average,Good,Jagdalpur,Chhattisgarh,https://www.gecjdp.ac.in/,56.0,2.8,42900,18.88,538.5,l,,n/a
800,Terna Public Charitable Trust's Engineering College,3.7,"P,E","{'d.pharm', 'b.pharm', 'm.pharm', 'eee', 'cse', 'mec', 'ece'}",Good,VGood,Osmanabad,Maharashtra,https://coeosmanabad.ac.in/,55.0,3.0,69000,18.88,538.5,m,https://youtu.be/Knn2r7tjlP8?si=idLenVQZ4DsWsjHZ,0.5260714285714286
263,"RAJIV GANDHI COLLEGE OF
 PHARMACY",4.1,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Godavari,Andhra Pradesh,https://rguktn.ac.in,55.0,2.3,35000,18.83,544.0,vl,https://youtu.be/Dl175o6ysWs?si=JG4lFJ-1cI-gG7WG,0.0492222222222222
279,"SAASTRA COLLEGE OF PHARM.EDN
 AND RES.",4.1,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Nellore,Andhra Pradesh,https://saastrapharmacycollege.edu.in,55.0,2.3,43000,18.83,544.0,l,,n/a
273,SRI SAI COLLEGE OF PHARMACY,4.1,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Allahabad,Uttar Pradesh,https://sscop.co.in,55.0,2.3,60000,18.83,544.0,m,https://youtu.be/JE9fGJVJ5So?si=Lhs_f3iZREiNvKid,0.16492595746694103
141,JNTUK COLLEGE OF ENGG. KAKINADA,3.54,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,www.jntuk.edu.in,55.0,3.0,10000,18.816,546.0,vl,https://youtu.be/e2BxHBPG4pE?si=WwTOs2UDEJX1nKg_,-0.02269736842105264
746,Government Degree College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Panna,Madhya Pradesh,,57.0,1.7,6000,18.81,547.0,vl,,n/a
580,Government Polytechnic,3.2,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nuh,Haryana,https://gpindri.ac.in/,56.0,2.4,4700,18.8,548.0,vl,,n/a
89,DR.C.S.N.INSTITUTE OF PHARMACY,3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,West Godavari,Andhra Pradesh,https://www.drcsninstitutions.org/indexbpharmacy.html,55.0,3.0,35000,18.8,549.0,vl,,n/a
266,"RAGHAVENDRA INST. OF PHARM.
 EDUCATION",4.0,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Anantapur,Andhra Pradesh,https://riper.ac.in,55.0,2.3,60000,18.79,550.0,m,,n/a
252,"QIS COLLEGE OF ENGG. AND
 TECHNOLOGY-2nd SHIFT",3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,https://qis.edu.in,55.0,2.8,36500,18.78,551.0,l,https://youtu.be/4-zvvyIUeHY?si=Vney4Owl3vn24Hfi,0.034999999999999996
150,"KITS COLLEGE OF PHARMACY FOR
 WOMEN",3.4,PW,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,East Godavari,Andhra Pradesh,http://kitspharmacy.ac.in,55.0,3.0,35000,18.76,552.5,vl,,n/a
500,Government College,3.1,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Baloda Bazar,Chhattisgarh,https://gdkcbalodabazar.ac.in/,56.0,2.4,7745,18.76,552.5,vl,,n/a
261,RATHNAM INST OF PHARM,3.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Nellore,Andhra Pradesh,http://www.ratnampharma.edu.in,55.0,2.3,66200,18.75,554.5,m,,n/a
270,"RAMIREDDY SUBBA RAMIREDDY
 ENGG COLLEGE",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,https://www.rsrec.edu.in,55.0,2.3,40000,18.75,554.5,l,,n/a
250,PYDAH COLLEGE OF PHARMACY,3.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,East Godavari,Andhra Pradesh,https://www.pydahpharmacy.edu.in,55.0,2.4,35000,18.74,556.0,vl,,n/a
390,"VELAGA NAGESWARA RAO COLL OF
ENGINEERING",3.3,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.shiksha.com/college/velaga-nageswara-rao-college-of-engineering-andhra-pradesh-other-60965,55.0,3.0,40000,18.72,557.0,l,,n/a
770,Lakshmi Narain College of Technology,3.2,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Vidisha,Madhya Pradesh,https://lnctvidisha.in/,56.0,2.1,60000,18.71,558.0,m,,n/a
710,Government Degree College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Bad,Good,Bhind,Madhya Pradesh,https://bhind.nic.in/en/public-utility-category/government-colleges/,56.0,2.3,6000,18.69,559.0,vl,,n/a
366,VEDA COLLEGE OF PHARMACY,3.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Prakasam,Andhra Pradesh,http://www.vedacollegeofpharmacy.com,55.0,3.0,35000,18.68,560.5,vl,,n/a
419,Indira Gandhi Government College,3.2,M,"{'ba', 'bcom', 'bsc'}",Good,Good,Lohit,Arunachal Pradesh,https://iggc.org.in/,55.0,3.0,25850,18.68,560.5,vl,https://youtu.be/Flkw43J_zTw?si=SHBWH3SdUHSLytp0,0.14791666666666667
281,"SHARADA COLLEGE OF
 PHARMACEUTICAL SCI.S",3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,https://pharmaadmission.com,55.0,2.3,35000,18.67,562.5,vl,,n/a
275,ST.ANNS COLLEGE OF PHARAMACY,3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Vizianagaram,Andhra Pradesh,https://sacet.ac.in/,55.0,2.3,35000,18.67,562.5,vl,,n/a
442,Gauhati University,3.9,"M,E,L","{'ba', 'eee', 'cse', 'llb', 'mec', 'ece'}",Good,VGood,Kamrup Metropolitan,Assam,https://gauhati.ac.in/,55.0,2.0,1500,18.66,564.0,vl,https://youtu.be/VT_DzGTpZWU?si=jjQ6ClJ_VQt-aNri,0.06131455399061033
285,SESHACHALA COLLEGE OF PHARMACY,3.6,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Chittoor,Andhra Pradesh,https://scpedu.in,55.0,2.3,140000,18.63,565.5,vh,,n/a
282,SWATHI COLLEGE OF PHARMACY,3.6,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Nellore,Andhra Pradesh,https://swathicollegeofpharmacy.org,55.0,2.3,50000,18.63,565.5,l,https://youtube.com/shorts/IONDbtIMPrA?si=kI1iB2_OyNWG_2B-,0.0
32,"AUDISANKARA COLLEGE OF ENGG
 FOR WOMEN",4.7,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Chittor,Andhra Pradesh,"https://www.audisankara.ac.in/contactus.html#:~:text=Our%20college%20is%20located%20on,plying%20on%20this%20commercial%20routes.",50.0,5.5,65000,18.53,567.0,m,https://youtu.be/6laDzFfjm1U?si=nxV_sJtBGpdqgRf7,0.20625
173,LENORA COLLEGE OF ENGINEERING,3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://lce.ac.in,55.0,1.8,40000,18.52,568.0,l,https://youtu.be/ad1Ey9OIUww?si=nBEfQE74NTddaRqn,0.2632894736842105
597,Government Degree College,3.2,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Bad,Good,Lahaul and Spiti,Himachal Pradesh,https://hplahaulspiti.nic.in/,54.0,3.4,5000,18.5,569.0,vl,,n/a
286,SESHACHALA INST OF TECHNOLOGY,3.2,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Puttur,Andhra Pradesh,www.seshachala.in,55.0,2.3,57000,18.47,570.0,m,,n/a
244,"DR PAUL RAJS ENGINEERING
 COLLEGE",3.0,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,East Godavari,Andhra Pradesh,https://www.dprec.ac.in/,55.0,2.5,40000,18.45,571.0,l,,n/a
308,"ST. MARYS COLL. PHARM
 SURAMPALEM",3.0,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,East Godavari,Andhra Pradesh,https://www.orchidfoundation.info/college/st-mary-college-of-bpharmacy-at-surampalem,55.0,2.3,35000,18.39,572.5,vl,,n/a
253,QIS COLLEGE OF PHARMACY,3.0,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,Prakasam,Andhra Pradesh,https://www.qiscp.edu.in,55.0,2.3,67000,18.39,572.5,m,https://youtu.be/8Fvs2e4tlpY?si=5THadh2P_Xim4mKz,-0.07272727272727274
727,Government PG College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Harda,Madhya Pradesh,https://mphighereducation.nic.in/InstitutePortal/Default.aspx?InstId=MzM4,55.0,2.2,5000,18.36,574.0,vl,,n/a
472,S. N. Sinha College,3.9,M,"{'bca', 'bbm/bms', 'b.a', 'b.com', 'b.sc'}",VGood,VGood,Aurangabad,Bihar,https://www.ssinhacollege.co.in/,53.0,2.9,33140,18.33,575.0,vl,https://youtu.be/3_a2wOf88fQ?si=rWXmQ-WBQf_QSE7R,0.3316666666666666
750,Government PG College,3.7,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Ratlam,Madhya Pradesh,,54.0,2.1,4789,18.31,576.0,vl,,n/a
239,"P NAGAIAH CHOUDARY AND VIJAY
 INST OF ENGG AND TECH",2.4,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Guntur,Andhra Pradesh,Www.Pncviet.Ac.In,55.0,2.8,47000,18.3,577.0,l,,n/a
207,NOVAS INST OF TECHNOLOGY,2.7,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Krishna,Andhra Pradesh,https://www.nova.edu.in,55.0,2.0,35000,18.18,578.0,vl,,n/a
641,B.D. College,3.2,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Simdega,Jharkhand,http://simdegacollegesimdega.com/,54.0,2.2,68120,18.14,579.0,m,https://youtu.be/bCxBw4r2uWI?si=-QTxTomQ6gJON-Ji,0.0067708333333333336
456,Hamren College,3.1,M,"{'ba', 'bsc'}",Bad,Good,West Karbi Anglong,Assam,https://westkarbianglong.assam/,53.0,2.8,20000,17.98,581.0,vl,,n/a
455,Udalguri College,3.1,M,"{'ba', 'bsc'}",Bad,Good,Udalguri,Assam,https://udalguricollegeedu.in/,53.0,2.8,5000,17.98,581.0,vl,https://youtu.be/h4tmmf4PdJo?si=js2GWLnlSyCmOxgX,0.1470547309833024
492,D. A. V. College,3.1,M,"{'ba', 'bcom', 'bsc'}",Average,Good,Siwan,Bihar,http://davsiwan.org/,53.0,2.8,52000,17.98,581.0,m,,n/a
430,Sonari College,3.7,M,"{'ba', 'bsc'}",Good,Good,Charaideo,Assam,https://sonaricollege.in/,52.0,2.3,3177,17.77,583.0,vl,,n/a
354,"S V UNIVERSITY COLLEGE OF
 SCIENCES",4.4,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Chittoor,Andhra Pradesh,https://svuniversity.edu.in,50.0,3.0,15000,17.66,584.0,vl,https://youtu.be/QXVYBtxUPsc?si=9AOE52uy7qbsOgVe,-0.07420833333333335
58,"COLLEGE OF ENGINEERING BR
 AMBEDKAR UNIV SELF FINANCE",3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Srikakulam,Andhra Pradesh,https://www.brau.edu.in/,50.0,4.0,48500,17.64,585.0,l,https://youtu.be/GTYN_1nEwLw?si=37o7S02dHUAU6Us4,-0.04556650246305419
417,Government College of East Kameng,2.6,M,"{'ba', 'bcom', 'bsc'}",Bad,Good,East Kameng,Arunachal Pradesh,https://www.admission.universitydunia.com/13010-government-college-seppa,54.0,1.3,7000,17.63,586.0,vl,,n/a
23,"ANIL NEERUKONDA INSTITUTE OF
 TECHNOLOGY AND SCI",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good, Visakhapatnam,Andhra Pradesh,https://www.anits.edu.in/,50.0,3.5,84100,17.61,587.0,h,https://youtu.be/TAVeXUALRuI?si=MPmYnb22UVi6US7Y,0.028518518518518516
605,Government College Solan,3.7,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Solan,Himachal Pradesh,https://www.gcsolan.ac.in/,50.0,3.6,600,17.56,588.0,vl,,n/a
316,SHREE RAMA EDNL SOC GRP OF INSTNS,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://www.sreerama.ac.in,50.0,3.7,30000,17.55,589.0,vl,,n/a
457,Hailakandi Government College,3.0,AS,"{'ma', 'ba', 'bsc'}",Bad,Good,Hailakandi,Assam,https://pdugmck.ac.in/,52.0,2.4,20000,17.52,590.0,vl,,n/a
720,SKP Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Dewas,Madhya Pradesh,https://skpcollegedewas.org/,51.0,2.7,4760,17.51,591.5,vl,,n/a
651,Government First Grade College,3.2,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Chamarajanagar,Karnataka,https://www.university.youth4work.com/gfgcc_government-first-grade-college-chamarajanagar,52.0,2.1,13540,17.51,591.5,vl,,n/a
63,BVC ENGINEERING COLLEGE,3.52,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://bvcec.edu.in/,50.0,3.5,40000,17.458,593.0,l,,n/a
222,NARSARAOPET INSTT. OF PHARM.SCI.,3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,https://nips.edu.in,50.0,3.2,48000,17.44,594.0,l,,n/a
95,SRI CHAITANYA -DJR COLL OF ENGG AND TECH,3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Rangareddy,Telangana,https://cec.ac.in/,50.0,3.5,40000,17.41,595.0,l,,n/a
618,St. Columba's College,3.0,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Giridih,Jharkhand,https://stcchzb.ac.in/,52.0,2.0,4720,17.4,596.0,vl,https://youtu.be/koOKJkqiuMg?si=tYSLMhdkaRgSrnsS,0.02108974358974359
51,BAPATLA COLLEGE OF PHARMACY,4.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Guntur,Andhra Pradesh,www.bcop.net,50.0,2.4,60000,17.4,597.0,m,,n/a
728,Government Narmada College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Narmadapuram,Madhya Pradesh,https://mphighereducation.nic.in/InstitutePortal/Public/CoursesIn_Institute.aspx?InstId=MzQw,51.0,2.3,5000,17.39,598.0,vl,,n/a
115,"GLOBAL COLL OF ENGG AND
 TECHNOLOGY",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://www.aliet.ac.in,50.0,2.8,40000,17.36,599.5,l,https://youtu.be/Gsxbn0819Zo?feature=shared,0.33999999999999997
491,R. N. A. R. College,3.2,M,"{'ba', 'bsc'}",Average,Good,Sheohar,Bihar,https://rnarlnmu.ac.in/web/index.php,50.0,3.6,5000,17.36,599.5,vl,https://youtu.be/boOBJYwx9o0?feature=shared,0.175
525,Government College,3.0,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Bad,Good,Narayanpur,Chhattisgarh,https://www.gdcnarayanpur.com/,51.0,2.8,15000,17.34,601.0,vl,https://youtu.be/d5qqxTD7eMY?feature=shared,0.049999999999999996
310,SRI SIDDHAARTHA PHARM. COLLEGE,3.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Krishna,Andhra Pradesh,http://www.spcn.in,50.0,3.0,39800,17.26,602.0,l,https://youtu.be/2y4n0pswtxE?feature=shared,0.0
302,"SARADA INSTITUTE OF SCI.
 TECHNOLOGY AND MGMT",3.0,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Nalgonda,Andhra Pradesh,http://ssist.ueuo.com,50.0,3.5,25000,17.25,603.5,vl,,n/a
135,"JAGANS COLLEGE OF ENGG AND
 TECHNOLOGY",3.0,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Nellore,Andhra Pradesh,Www.Jagans.Ac.In,50.0,3.5,40000,17.25,603.5,l,https://youtu.be/4y4AVYXUkKk?feature=shared,0.0
130,HELAPURI INST OF TECH AND SCIENCE,3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Godavari,Andhra Pradesh,https://helapuri.org,50.0,2.5,40000,17.23,605.0,l,,n/a
681,Government First Grade College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Yadgir,Karnataka,https://www.shiksha.com/college/government-degree-college-yadgir-71083,50.0,2.6,1000,17.18,606.0,vl,https://youtu.be/1GZ5_U7u-Ws?feature=shared,0.16666666666666666
211,NIMRA COLLEGE OF ENGG AND TECHNOLOGY,3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,http://nimracet.in,50.0,2.3,40000,17.17,607.0,l,https://youtu.be/1fPWJgW2JOc?feature=shared,-0.08125
496,M. S. College,3.6,M,"{'ba', 'bca', 'bba', 'btech'}",Good,Good,West Champaran,Bihar,https://mscollege.net/,50.0,2.4,33480,17.16,608.5,vl,https://youtu.be/BxUlnyxAmuU?feature=shared,0.21484374999999997
461,Veer Kunwar Singh University,3.6,"M,L","{'ba', 'bcom', 'btech'}",Good,Good,Bhojpur,Bihar,https://vksu.ac.in/,50.0,2.4,5000,17.16,608.5,vl,https://youtu.be/2mlndpsCnLo?feature=shared,-0.07272727272727274
503,Government Girls College,3.0,PW,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,Bemetara,Chhattisgarh,http://lpbggcbemetara.in/,51.0,2.0,10000,17.1,610.0,vl,https://www.instagram.com/explore/locations/216053322096186/govt-college-bemetara/,n/a
